Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743031275728,2904,2904,2904,2904,2904,2904,17.526100158691406,76.75987243652344,39.08851623535156,30.377670288085938,8.760780334472656,39.65864562988281,1536.52490234375,16115.089904785156,15278.496765136719,76.78338623046875,17026772992,10317840384,7065366528,0
200,1743031275729,2904,2904,2904,2904,2904,2904,100,100,100,100,100,100,1536.5284423828125,16115.135131835938,15278.556091308594,76.78338623046875,17026772992,10317840384,7070318592,0
200,1743031275929,2904,2904,2904,2904,2904,2904,11.685638427734375,78.62986755371094,12.128944396972656,7.54327392578125,7.445281982421875,6.346466064453125,1536.7168579101563,16118.397155761719,15281.722290039063,76.78338623046875,17026772992,10317840384,7091056640,0
200,1743031276130,2904,2904,2904,2904,2904,2904,15.731544494628906,77.69986724853516,9.390357971191406,5.7746734619140625,8.614799499511719,6.567291259765625,1536.911376953125,16121.831604003906,15285.066711425781,76.78338623046875,17026772992,10317840384,7113297920,0
200,1743031276330,2904,2904,2904,2904,2904,2904,3.6808624267578125,54.054317474365234,3.3595123291015625,2.6205291748046875,0.9860916137695313,1.4343185424804688,1537.0777587890625,16123.822937011719,15286.94970703125,76.78887939453125,17026772992,10317840384,7114366976,0
200,1743031276531,2904,2904,2904,2904,2904,2904,15.330299377441406,13.218574523925781,4.481658935546875,6.765602111816406,0.7719879150390625,1.8884735107421875,1537.280517578125,16125.032104492188,15288.060424804688,76.78887939453125,17026772992,10317840384,7103647744,0
200,1743031276731,2904,2904,2904,2904,2904,2904,19.60077667236328,23.173255920410156,8.620437622070313,5.2195892333984375,8.001876831054688,0.920318603515625,1537.506103515625,16126.772399902344,15289.696166992188,76.78887939453125,17026772992,10317840384,7103623168,0
200,1743031276931,2904,2904,2904,2904,2904,2904,61.643558502197266,59.911705017089844,61.31142807006836,56.52842330932617,80.59538269042969,54.35060501098633,1537.843505859375,16134.259521484375,15297.001953125,76.81396484375,17026772992,10317840384,7115137024,0
200,1743031277132,2904,2904,2904,2904,2904,2904,34.32178497314453,27.950042724609375,18.777252197265625,10.736366271972656,53.10906219482422,37.908935546875,1538.1163940429688,16138.542724609375,15301.135559082031,76.8258056640625,17026772992,10317840384,7113007104,0
200,1743031277332,2904,2904,2904,2904,2904,2904,29.570526123046875,24.01831817626953,14.332122802734375,10.158454895019531,12.353157043457031,15.73406982421875,1538.3544311523438,16141.099975585938,15303.563415527344,76.83270263671875,17026772992,10317840384,7110844416,0
200,1743031277533,2904,2904,2904,2904,2904,2904,24.551414489746094,23.877761840820313,7.775154113769531,6.109046936035156,0.9106369018554688,2.594696044921875,1538.5875244140625,16142.857360839844,15305.2041015625,76.83270263671875,17026772992,10317840384,7110356992,0
200,1743031277733,2904,2904,2904,2904,2904,2904,18.97406005859375,23.129539489746094,9.537277221679688,5.021415710449219,1.8941726684570313,0.54669189453125,1538.822998046875,16144.505065917969,15306.724853515625,76.83270263671875,17026772992,10317840384,7109902336,0
200,1743031277934,2904,2904,2904,2904,2904,2904,23.57123565673828,25.73442840576172,10.058151245117188,5.535057067871094,1.5612335205078125,2.6189727783203125,1539.0556030273438,16146.318542480469,15308.417053222656,76.8360595703125,17026772992,10317840384,7109353472,0
200,1743031278134,2904,2904,2904,2904,2904,2904,7.00030517578125,77.68486022949219,10.831939697265625,4.265769958496094,1.420623779296875,4.0650787353515625,1539.2413330078125,16149.342590332031,15311.328002929688,76.843994140625,17026772992,10317840384,7117107200,0
200,1743031278335,2904,2904,2904,2904,2904,2904,31.201698303222656,62.57028579711914,3.5236587524414063,39.970970153808594,1.4378585815429688,5.792839050292969,1539.404052734375,16153.288146972656,15315.191040039063,76.843994140625,17026772992,10317840384,7118675968,0
200,1743031278535,2904,2904,2904,2904,2904,2904,4.1395416259765625,7.977149963378906,1.9882736206054688,4.4566802978515625,0.911224365234375,0.93017578125,1539.5790405273438,16153.959228515625,15315.763732910156,76.843994140625,17026772992,10317840384,7116578816,0
200,1743031278735,2904,2904,2904,2904,2904,2904,19.788429260253906,21.63214874267578,6.2745361328125,3.27581787109375,0.6345596313476563,0.5301284790039063,1539.8077392578125,16155.440979003906,15317.133422851563,76.843994140625,17026772992,10317840384,7116578816,0
200,1743031278936,2904,2904,2904,2904,2904,2904,29.979782104492188,28.534751892089844,10.400825500488281,14.772117614746094,7.4083251953125,5.023681640625,1540.06298828125,16157.859619140625,15319.43017578125,76.848388671875,17026772992,10317840384,7111794688,0
200,1743031279137,2904,2904,2904,2904,2904,2904,20.359718322753906,21.26287841796875,7.195762634277344,3.3856658935546875,0.6649703979492188,3.4688873291015625,1540.2858276367188,16159.344543457031,15320.794189453125,76.848388671875,17026772992,10317840384,7119114240,0
200,1743031279337,2904,2904,2904,2904,2904,2904,23.305618286132813,25.198829650878906,4.6848602294921875,4.801979064941406,0.7374496459960938,3.2281036376953125,1540.5195922851563,16161.047241210938,15322.360534667969,76.848388671875,17026772992,10317840384,7115558912,0
200,1743031279537,2904,2904,2904,2904,2904,2904,23.24359130859375,25.474227905273438,8.076377868652344,8.147377014160156,3.6673431396484375,4.098915100097656,1540.7542114257813,16162.933898925781,15324.133911132813,76.8514404296875,17026772992,10317840384,7113388032,0
200,1743031279737,2904,2904,2904,2904,2904,2904,23.042991638183594,24.043212890625,7.1861419677734375,2.6448440551757813,0.6218109130859375,0.8812484741210938,1540.9840698242188,16164.483215332031,15325.559204101563,76.8514404296875,17026772992,10317840384,7113375744,0
200,1743031279938,2904,2904,2904,2904,2904,2904,22.540786743164063,24.69544219970703,8.992156982421875,5.486114501953125,1.466827392578125,2.7171478271484375,1541.2186279296875,16166.135559082031,15327.079345703125,76.85260009765625,17026772992,10317840384,7108505600,0
200,1743031280138,2904,2904,2904,2904,2904,2904,12.95111083984375,26.966026306152344,4.909553527832031,24.014556884765625,0.1161651611328125,1.4540939331054688,1541.426513671875,16168.258178710938,15329.0908203125,76.86322021484375,17026772992,10317840384,7114768384,0
200,1743031280339,2904,2904,2904,2904,2904,2904,6.430335998535156,3.83917236328125,70.52528381347656,26.03227996826172,0.807098388671875,0.547210693359375,1541.5723266601563,16171.480407714844,15332.216186523438,76.86322021484375,17026772992,10317840384,7114960896,0
200,1743031280539,2904,2904,2904,2904,2904,2904,11.503822326660156,12.090835571289063,2.2763442993164063,2.6664581298828125,1.879150390625,1.97210693359375,1541.750732421875,16172.455871582031,15333.103393554688,76.86322021484375,17026772992,10317840384,7114506240,0
200,1743031280740,2904,2904,2904,2904,2904,2904,16.749488830566406,28.61620330810547,6.089996337890625,3.6836166381835938,3.8603363037109375,1.08477783203125,1541.9811401367188,16174.175476074219,15334.7060546875,76.86322021484375,17026772992,10317840384,7113826304,0
200,1743031280940,2904,2904,2904,2904,2904,2904,19.896446228027344,33.34480285644531,12.034843444824219,3.8474960327148438,2.4998855590820313,3.6971511840820313,1542.2071533203125,16176.088806152344,15336.499877929688,76.86322021484375,17026772992,10317840384,7113650176,0
199,1743031281141,2904,2904,2904,2904,2904,2904,20.152969360351563,35.81648254394531,5.026084899902344,2.666778564453125,0.11730194091796875,0,1542.4309692382813,16178.013427734375,15338.305419921875,76.866943359375,17026772992,10317840384,7114567680,0
200,1743031281341,2904,2904,2904,2904,2904,2904,20.558441162109375,36.59584426879883,9.467964172363281,15.734527587890625,15.062408447265625,20.725021362304688,1542.670654296875,16181.060180664063,15341.226135253906,76.866943359375,17026772992,10317840384,7116083200,0
200,1743031281541,2904,2904,2904,2904,2904,2904,20.831130981445313,37.69585037231445,11.297073364257813,4.3649139404296875,2.3092422485351563,4.145973205566406,1542.900634765625,16183.075622558594,15343.115966796875,76.86907958984375,17026772992,10317840384,7114174464,0
200,1743031281741,2904,2904,2904,2904,2904,2904,23.54454803466797,34.847145080566406,7.000770568847656,5.258552551269531,0.916778564453125,0.8668365478515625,1543.1316528320313,16185.037109375,15344.967041015625,76.86907958984375,17026772992,10317840384,7114174464,0
200,1743031281942,2904,2904,2904,2904,2904,2904,20.66522216796875,36.401466369628906,8.392890930175781,2.8514633178710938,2.1469192504882813,2.3132553100585938,1543.357421875,16186.972045898438,15346.784057617188,76.86907958984375,17026772992,10317840384,7113465856,0
200,1743031282142,2904,2904,2904,2904,2904,2904,15.410972595214844,28.0595703125,9.403495788574219,5.071922302246094,1.8994903564453125,2.2787322998046875,1543.5801391601563,16188.705017089844,15348.375305175781,76.87908935546875,17026772992,10317840384,7114571776,0
199,1743031282342,2904,2904,2904,2904,2904,2904,5.65380859375,10.645767211914063,3.112945556640625,2.3961105346679688,1.7412948608398438,1.1307449340820313,1543.7647094726563,16189.445434570313,15349.031555175781,76.880615234375,17026772992,10317840384,7111340032,0
200,1743031282542,2904,2904,2904,2904,2904,2904,18.59471893310547,19.11827850341797,4.7178192138671875,5.501762390136719,2.7705230712890625,3.5124282836914063,1544.0003662109375,16190.983459472656,15350.449768066406,76.880615234375,17026772992,10317840384,7109267456,0
199,1743031282743,2904,2904,2904,2904,2904,2904,22.12915802001953,20.091232299804688,7.105262756347656,2.6454010009765625,1.67303466796875,0.8229598999023438,1544.2369995117188,16192.500244140625,15351.830078125,76.880615234375,17026772992,10317840384,7109259264,0
200,1743031282943,2904,2904,2904,2904,2904,2904,20.32738494873047,19.02509307861328,7.29754638671875,7.103492736816406,2.1101837158203125,4.258888244628906,1544.4707641601563,16194.186889648438,15353.403259277344,76.880615234375,17026772992,10317840384,7108780032,0
200,1743031283143,2904,2904,2904,2904,2904,2904,21.600624084472656,22.0081787109375,8.206809997558594,2.94647216796875,2.4023895263671875,1.4745330810546875,1544.7083740234375,16195.780090332031,15354.859741210938,76.88482666015625,17026772992,10317840384,7113658368,0
200,1743031283343,2904,2904,2904,2904,2904,2904,20.83196258544922,21.199081420898438,6.621589660644531,3.3802490234375,0.5037841796875,1.6306991577148438,1544.944580078125,16197.282470703125,15356.243347167969,76.88482666015625,17026772992,10317840384,7113576448,0
199,1743031283544,2904,2904,2904,2904,2904,2904,21.039230346679688,23.270339965820313,6.429542541503906,6.937980651855469,1.8370285034179688,1.6947555541992188,1545.1838989257813,16198.849243164063,15357.690307617188,76.88482666015625,17026772992,10317840384,7113109504,0
200,1743031283744,2904,2904,2904,2904,2904,2904,21.449859619140625,18.579078674316406,4.800117492675781,1.5183486938476563,0.220123291015625,0,1545.411376953125,16200.281066894531,15358.999694824219,76.887451171875,17026772992,10317840384,7113109504,0
200,1743031283944,2904,2904,2904,2904,2904,2904,10.602363586425781,34.22895050048828,6.027870178222656,3.6018753051757813,1.4702987670898438,1.71856689453125,1545.613525390625,16201.930786132813,15360.541748046875,76.893310546875,17026772992,10317840384,7112908800,0
200,1743031284144,2904,2904,2904,2904,2904,2904,16.34082794189453,16.38542938232422,5.608482360839844,3.1979446411132813,0.9913253784179688,0.9003753662109375,1545.8320922851563,16203.224304199219,15361.713623046875,76.893310546875,17026772992,10317840384,7113723904,0
200,1743031284344,2904,2904,2904,2904,2904,2904,18.71307373046875,23.550460815429688,33.62176513671875,12.544036865234375,2.4977035522460938,1.7464752197265625,1546.0643920898438,16205.653259277344,15364.030090332031,76.893310546875,17026772992,10317840384,7115448320,0
200,1743031284545,2904,2904,2904,2904,2904,2904,18.9178466796875,22.26410675048828,12.424308776855469,5.4864959716796875,2.145477294921875,1.5204544067382813,1546.2952270507813,16207.302001953125,15365.563415527344,76.893310546875,17026772992,10317840384,7113342976,0
200,1743031284745,2904,2904,2904,2904,2904,2904,18.99040985107422,22.08819580078125,6.859649658203125,3.0646591186523438,1.078216552734375,1.147369384765625,1546.5173950195313,16208.769226074219,15366.901672363281,76.89630126953125,17026772992,10317840384,7111565312,0
200,1743031284945,2904,2904,2904,2904,2904,2904,18.930458068847656,25.399131774902344,8.647933959960938,3.1013870239257813,1.7399368286132813,1.1763153076171875,1546.7477416992188,16210.39404296875,15368.398193359375,76.89630126953125,17026772992,10317840384,7111376896,0
200,1743031285146,2904,2904,2904,2904,2904,2904,23.22442626953125,24.236053466796875,7.707664489746094,3.0975570678710938,1.3791732788085938,0.9987030029296875,1546.9760131835938,16212.060607910156,15369.948913574219,76.89630126953125,17026772992,10317840384,7113678848,0
200,1743031285346,2904,2904,2904,2904,2904,2904,22.37169647216797,26.429473876953125,7.472328186035156,4.383460998535156,1.2131195068359375,2.5409393310546875,1547.2073364257813,16213.703979492188,15371.477905273438,76.8990478515625,17026772992,10317840384,7113678848,0
199,1743031285547,2904,2904,2904,2904,2904,2904,18.17906951904297,34.80625915527344,7.004600524902344,2.4327316284179688,2.2018356323242188,0.29736328125,1547.42822265625,16215.679992675781,15373.335083007813,76.90362548828125,17026772992,10317840384,7111606272,0
200,1743031285747,2904,2904,2904,2904,2904,2904,1.803955078125,50.26517868041992,2.017730712890625,0.9275894165039063,51.99187088012695,0.38028717041015625,1547.5751342773438,16218.945434570313,15376.491394042969,76.9056396484375,17026772992,10317840384,7111831552,0
199,1743031285947,2904,2904,2904,2904,2904,2904,5.6646728515625,8.841995239257813,3.5875930786132813,2.6355667114257813,18.989181518554688,1.085052490234375,1547.75634765625,16220.216857910156,15377.670227050781,76.9056396484375,17026772992,10317840384,7111680000,0
200,1743031286147,2904,2904,2904,2904,2904,2904,20.06317138671875,24.99756622314453,5.089820861816406,4.487190246582031,1.8558731079101563,0.7267227172851563,1547.99072265625,16221.826965332031,15379.159240722656,76.9056396484375,17026772992,10317840384,7113420800,0
200,1743031286347,2904,2904,2904,2904,2904,2904,17.525680541992188,23.181182861328125,7.748756408691406,3.20819091796875,0.6305465698242188,1.2598495483398438,1548.216796875,16223.325866699219,15380.549926757813,76.90850830078125,17026772992,10317840384,7113420800,0
200,1743031286548,2904,2904,2904,2904,2904,2904,21.03125762939453,25.447158813476563,6.4836273193359375,5.456367492675781,0.8759689331054688,1.9774551391601563,1548.4515991210938,16225.048522949219,15382.140258789063,76.90850830078125,17026772992,10317840384,7112921088,0
200,1743031286748,2904,2904,2904,2904,2904,2904,20.458213806152344,24.43134307861328,8.153190612792969,3.2917709350585938,0.8714065551757813,0.9073638916015625,1548.6849365234375,16226.655578613281,15383.621887207031,76.90850830078125,17026772992,10317840384,7112916992,0
200,1743031286949,2904,2904,2904,2904,2904,2904,20.353057861328125,25.678375244140625,6.345848083496094,6.0038909912109375,1.9306106567382813,2.9717025756835938,1548.9179077148438,16228.35595703125,15385.201232910156,76.91229248046875,17026772992,10317840384,7112314880,0
200,1743031287149,2904,2904,2904,2904,2904,2904,18.131378173828125,20.437362670898438,7.3781585693359375,5.2169342041015625,4.89947509765625,2.2052764892578125,1549.1387939453125,16229.844848632813,15386.570373535156,76.91229248046875,17026772992,10317840384,7113199616,0
200,1743031287350,2904,2904,2904,2904,2904,2904,16.881187438964844,20.4188232421875,10.583442687988281,34.78936004638672,1.2379074096679688,1.6085891723632813,1549.3646850585938,16232.144409179688,15388.7578125,76.91290283203125,17026772992,10317840384,7114653696,0
200,1743031287550,2904,2904,2904,2904,2904,2904,48.23851776123047,20.384544372558594,4.3000946044921875,5.866477966308594,2.2275390625,2.000579833984375,1549.5680541992188,16234.479736328125,15390.957763671875,76.925048828125,17026772992,10317840384,7110868992,0
200,1743031287750,2904,2904,2904,2904,2904,2904,32.195716857910156,66.17681121826172,1.5330734252929688,1.07073974609375,0.44510650634765625,0.9304580688476563,1549.7140502929688,16237.521728515625,15393.917907714844,76.925048828125,17026772992,10317840384,7111090176,0
200,1743031287951,2904,2904,2904,2904,2904,2904,10.36956787109375,18.226150512695313,4.918479919433594,5.034088134765625,1.0056228637695313,1.89453125,1549.9181518554688,16238.706115722656,15395.015563964844,76.925048828125,17026772992,10317840384,7110766592,0
200,1743031288152,2904,2904,2904,2904,2904,2904,18.902442932128906,32.701637268066406,7.0241546630859375,3.0777664184570313,0.6330642700195313,1.2380218505859375,1550.1419067382813,16240.481994628906,15396.669860839844,76.925048828125,17026772992,10317840384,7113789440,0
200,1743031288352,2904,2904,2904,2904,2904,2904,17.52277374267578,30.154312133789063,5.643653869628906,2.0584716796875,0.40655517578125,2.9200820922851563,1550.3584594726563,16242.117858886719,15398.193481445313,76.925048828125,17026772992,10317840384,7113789440,0
200,1743031288553,2904,2904,2904,2904,2904,2904,17.60552978515625,33.475608825683594,4.887031555175781,3.5546035766601563,0.87841796875,1.8765335083007813,1550.5855712890625,16243.983459472656,15399.940979003906,76.92840576171875,17026772992,10317840384,7111684096,0
200,1743031288754,2904,2904,2904,2904,2904,2904,20.047943115234375,33.47938537597656,10.562423706054688,3.2199478149414063,1.1966476440429688,1.2066726684570313,1550.8125610351563,16245.907592773438,15401.723266601563,76.92840576171875,17026772992,10317840384,7111684096,0
200,1743031288954,2904,2904,2904,2904,2904,2904,25.67603302001953,30.833160400390625,10.894630432128906,6.5214385986328125,8.141250610351563,12.144577026367188,1551.0507202148438,16248.220031738281,15403.916320800781,76.9288330078125,17026772992,10317840384,7106490368,0
200,1743031289155,2904,2904,2904,2904,2904,2904,16.824737548828125,30.694801330566406,7.747245788574219,2.006439208984375,0.8065032958984375,2.8754119873046875,1551.2686157226563,16249.853332519531,15405.451293945313,76.93072509765625,17026772992,10317840384,7113293824,0
200,1743031289355,2904,2904,2904,2904,2904,2904,15.019073486328125,26.99034881591797,7.337638854980469,3.724578857421875,2.2938919067382813,1.98992919921875,1551.478271484375,16251.309265136719,15406.785278320313,76.93072509765625,17026772992,10317840384,7112929280,0
200,1743031289555,2904,2904,2904,2904,2904,2904,16.023269653320313,30.112564086914063,6.815940856933594,4.702362060546875,0.25582122802734375,0.8483734130859375,1551.69677734375,16253.081298828125,15408.440368652344,76.9334716796875,17026772992,10317840384,7112429568,0
200,1743031289756,2904,2904,2904,2904,2904,2904,15.205093383789063,29.283309936523438,5.260749816894531,2.2929229736328125,0.38645172119140625,2.1605453491210938,1551.9108276367188,16254.615295410156,15409.857421875,76.93768310546875,17026772992,10317840384,7112429568,0
200,1743031289956,2904,2904,2904,2904,2904,2904,11.000434875488281,14.377738952636719,3.2270889282226563,3.8814773559570313,0.94122314453125,1.648223876953125,1552.1231689453125,16255.680725097656,15410.812866210938,76.9400634765625,17026772992,10317840384,7112196096,0
200,1743031290157,2904,2904,2904,2904,2904,2904,17.4998779296875,17.379058837890625,3.9745254516601563,5.509971618652344,0.7172698974609375,0.9569015502929688,1552.3508911132813,16257.008605957031,15412.026184082031,76.9400634765625,17026772992,10317840384,7113179136,0
200,1743031290357,2904,2904,2904,2904,2904,2904,18.08800506591797,18.59765625,5.921134948730469,34.71367645263672,2.844635009765625,2.1122970581054688,1552.5732421875,16259.176696777344,15414.083435058594,76.9400634765625,17026772992,10317840384,7114559488,0
200,1743031290558,2904,2904,2904,2904,2904,2904,17.833267211914063,20.63593292236328,8.431228637695313,2.3425674438476563,2.5389480590820313,1.8792800903320313,1552.8034057617188,16260.67236328125,15415.452270507813,76.94342041015625,17026772992,10317840384,7112482816,0
200,1743031290758,2904,2904,2904,2904,2904,2904,17.34197998046875,21.300582885742188,6.871498107910156,2.9461212158203125,2.6365585327148438,1.4132080078125,1553.0396728515625,16262.179931640625,15416.8310546875,76.94342041015625,17026772992,10317840384,7112482816,0
200,1743031290959,2904,2904,2904,2904,2904,2904,18.701278686523438,21.505035400390625,5.007354736328125,3.486602783203125,1.2604522705078125,0.967437744140625,1553.2723999023438,16263.639587402344,15418.173461914063,76.94342041015625,17026772992,10317840384,7112306688,0
200,1743031291160,2904,2904,2904,2904,2904,2904,17.968368530273438,22.721160888671875,7.8001251220703125,3.663421630859375,1.2851791381835938,1.8195419311523438,1553.5115966796875,16265.181457519531,15419.584045410156,76.9451904296875,17026772992,10317840384,7115030528,0
200,1743031291360,2904,2904,2904,2904,2904,2904,19.53814697265625,21.39129638671875,6.754859924316406,5.183815002441406,1.3233489990234375,1.1447067260742188,1553.7450561523438,16266.694763183594,15420.977661132813,76.9451904296875,17026772992,10317840384,7114993664,0
200,1743031291561,2904,2904,2904,2904,2904,2904,11.238327026367188,15.352073669433594,8.976119995117188,22.250595092773438,2.1128768920898438,1.0474700927734375,1553.950927734375,16268.415344238281,15422.577087402344,76.953857421875,17026772992,10317840384,7111213056,0
200,1743031291761,2904,2904,2904,2904,2904,2904,2.2110137939453125,5.768165588378906,0.9499664306640625,1.8993301391601563,0.3113861083984375,0.6484527587890625,1554.1174926757813,16268.823608398438,15422.900756835938,76.953857421875,17026772992,10317840384,7111213056,0
200,1743031291962,2904,2904,2904,2904,2904,2904,7.746513366699219,12.307594299316406,2.5677642822265625,2.1820602416992188,0.9912261962890625,2.3857421875,1554.31201171875,16269.686950683594,15423.664611816406,76.953857421875,17026772992,10317840384,7110717440,0
