Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1743030428227,2904,2904,2904,2904,2904,2904,63.00804901123047,78.65338134765625,100,30.04766845703125,0,62.60417938232422,723.0299072265625,10561.787963867188,10163.815368652344,64.83880615234375,17026772992,10317840384,7120494592,0
200,1743030428227,2904,2904,2904,2904,2904,2904,100,100,100,100,100,100,723.03759765625,10561.908935546875,10163.946838378906,64.83880615234375,17026772992,10317840384,7120830464,0
200,1743030428428,2904,2904,2904,2904,2904,2904,36.65025329589844,81.7715072631836,56.230831146240234,47.686527252197266,49.87919235229492,70.56527709960938,723.4219970703125,10568.658142089844,10170.515686035156,64.855224609375,17026772992,10317840384,7146938368,0
200,1743030428628,2904,2904,2904,2904,2904,2904,43.219505310058594,77.2174301147461,35.605674743652344,42.169376373291016,52.36122131347656,88.44768524169922,723.7935791015625,10575.562561035156,10177.275268554688,64.87274169921875,17026772992,10317840384,7142383616,0
200,1743030428829,2904,2904,2904,2904,2904,2904,29.8052978515625,56.466026306152344,16.116775512695313,37.19969940185547,36.44540023803711,40.61443328857422,724.04296875,10580.3408203125,10181.930908203125,64.89617919921875,17026772992,10317840384,7150854144,0
200,1743030429029,2904,2904,2904,2904,2904,2904,34.747344970703125,20.868507385253906,6.9470672607421875,4.7462310791015625,43.95587921142578,24.58722686767578,724.2699584960938,10583.922668457031,10185.378051757813,64.91412353515625,17026772992,10317840384,7155326976,0
200,1743030429229,2904,2904,2904,2904,2904,2904,37.943294525146484,26.10230255126953,23.75501251220703,15.9007568359375,45.571014404296875,31.2926025390625,724.5355224609375,10588.234619140625,10189.541198730469,64.92730712890625,17026772992,10317840384,7128879104,0
200,1743030429429,2904,2904,2904,2904,2904,2904,71.68263244628906,74.36334991455078,68.3013687133789,68.9894027709961,87.39508056640625,77.09786987304688,724.9059448242188,10596.858459472656,10197.984985351563,64.951416015625,17026772992,10317840384,7137484800,0
200,1743030429630,2904,2904,2904,2904,2904,2904,49.65682601928711,50.75474548339844,41.0336799621582,52.5369758605957,73.01459503173828,45.87229537963867,725.2401733398438,10603.974792480469,10204.929626464844,64.97113037109375,17026772992,10317840384,7128969216,0
200,1743030429830,2904,2904,2904,2904,2904,2904,26.631248474121094,30.900222778320313,35.709320068359375,32.736671447753906,45.24770736694336,15.475563049316406,725.5084228515625,10608.266479492188,10209.103271484375,64.98883056640625,17026772992,10317840384,7137972224,0
